task,run,ap_epsilon_dec,ap_epsilon_MAE,lat_epsilon_dec,lat_epsilon_MAE,mean_epsilon_dec,mean_epsilon_MAE,split,epoch,train_loss,MAE_mm,MRE_mm,landmarks,SDR_2mm_percent,SDR_3mm_percent,SDR_4mm_percent,SDR_5mm_percent,IDR,IRA,instances,images
7,task07_keypoint_linear/dinov2,17.962486581241382,0.027346006999997532,17.573893917308133,0.030628337667268864,17.76819024927476,0.028987172333633196,val,34,8.17850751876831,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.93430319393382,0.02726391860667397,17.795128631591798,0.03060236774823245,17.86471591276281,0.02893314317745321,val,35,8.175064693556891,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.821106091667623,0.027169533599825466,17.527558674531825,0.030433841137325064,17.674332383099724,0.028801687368575267,val,36,8.175921930207146,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.931373955221737,0.02709405439741471,18.112420295266546,0.0312057169044719,18.02189712524414,0.029149885650943307,val,37,8.180279877450731,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.689311308019303,0.026731768864042618,17.727343121696922,0.031051633463186377,17.708327214858112,0.028891701163614496,val,38,8.172038102149964,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.23851192698759,0.02781563436283785,17.644393202837776,0.030620697316001443,17.941452564912684,0.029218165839419646,val,39,8.167930324872335,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.73393289902631,0.02658052584704231,17.588760869643266,0.03037033440435634,17.66134688433479,0.028475430125699322,val,40,8.166100499365065,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.537738979563994,0.027945541108355804,17.885741065530215,0.030846000681905187,18.211740022547104,0.029395770895130496,val,41,8.172569833861457,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.964470358455884,0.02732152596992605,17.99868419871611,0.03121306300163269,17.981577278585995,0.029267294485779367,val,42,8.166846720377604,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.804252085966223,0.027067298398298377,17.78072514253504,0.030976146459579468,17.79248861425063,0.029021722428938922,val,43,8.165191557672289,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.65364824182847,0.026741874743910397,17.901788015926584,0.03126487880945206,17.777718128877527,0.029003376776681227,val,44,8.16639642185635,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.184612678079045,0.027975384715725395,17.387619916130514,0.030167784498018376,17.78611629710478,0.029071584606871884,val,45,8.169561484124925,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.114677025290096,0.027352171960998983,17.93167401482077,0.03082067081156899,18.02317552005543,0.029086421386283985,val,46,8.161343558629353,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.156863178926354,0.027735233657500323,17.797206833783317,0.031076871472246508,17.977035006354836,0.029406052564873414,val,47,8.164520653088887,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.36463421092314,0.028164530063376707,18.025995232077207,0.03106164046946694,18.195314721500175,0.029613085266421823,val,48,8.16387586593628,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.402056525735293,0.027996739219216738,17.929106768439798,0.031115455224233514,18.165581647087546,0.029556097221725128,val,49,8.158713489108615,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.604343010397518,0.026779264386962442,17.897613884420956,0.030933226031415604,17.75097844740924,0.028856245209189023,val,50,8.164157615767586,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.51335651173311,0.02669982103740468,17.552355687758503,0.03050525740665548,17.532856099745807,0.028602539222030078,val,51,8.1585614628262,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.84341376809513,0.026890330279574676,17.679705137365005,0.031248677215155434,17.76155945273007,0.029069503747365055,val,52,8.161668796009488,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.73373897776884,0.027179620984722586,17.75494546329274,0.030944017189390518,17.74434222053079,0.029061819087056552,val,53,8.158010337087843,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.743877590403837,0.026809416886638193,17.66856025247013,0.03075977598919588,17.706218921436985,0.02878459643791704,val,54,8.160254536734687,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.716517325008617,0.02690253240220687,17.70186974020565,0.03078094720840454,17.709193532607134,0.028841739805305702,val,55,8.157932445738052,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.502567336138558,0.026451120218809913,17.486177556654987,0.030358495519441718,17.494372446396774,0.028404807869125817,val,56,8.158681236373054,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.859179822136372,0.02745388027499704,17.509952275893266,0.030381712755736184,17.68456604901482,0.028917796515366613,val,57,8.15501704480913,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.692195174273323,0.02692875450148302,17.797568332447725,0.031015353167758268,17.744881753360524,0.028972053834620645,val,58,8.156673441992865,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,18.10716615564683,0.02761162396739511,17.68299919577206,0.030420001903001,17.895082675709446,0.029015812935198053,val,59,8.158020318879021,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.70499168844784,0.026657314773868113,17.358765546013327,0.03023180532104829,17.531878617230582,0.0284445600474582,val,60,8.154055131806267,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.905970360251033,0.027397761187132667,17.817919383329503,0.03107004174414803,17.861944871790268,0.02923390146564035,val,61,8.155746383137172,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.882312460506665,0.027456592067199595,17.803888208725873,0.03112736396929797,17.843100334616267,0.02929197801824878,val,62,8.154579046037462,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.759344392664293,0.02709459960460663,17.638744264490462,0.030268829797997193,17.69904432857738,0.02868171470130191,val,63,8.158707941903009,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.706451819924748,0.027163836184669943,17.970025634765626,0.031392879170529985,17.838238727345185,0.029278357677599964,val,64,8.155439201990763,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.617975975485408,0.02712582248975249,18.313176547779758,0.03184314168551389,17.965576261632584,0.029484482087633188,val,65,8.15390965938568,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.98405631570255,0.027456062155611374,17.52048178280101,0.030341879935825572,17.75226904925178,0.028898971045718473,val,66,8.15785886446635,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.730927770278033,0.027129929819527793,18.06387768913718,0.031198408323175768,17.897402729707608,0.029164169071351782,val,67,8.15446490181817,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.923367399327894,0.0276509693440269,17.542355930103977,0.03050620065015905,17.732861664715934,0.029078584997092975,val,68,8.152408615748088,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.226946752211628,0.0264132781940348,18.025751405603746,0.031011947989463808,17.626349078907687,0.028712613091749304,val,69,8.156172161632114,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.38338663437787,0.026397951473208035,18.214448637120864,0.03202336500672733,17.79891763574937,0.029210658239967685,val,70,8.156045370631748,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.828985146915212,0.027299891193123423,17.539194578282974,0.03032209987149519,17.684089862599095,0.028810995532309307,val,71,8.156317551930746,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.53426576502183,0.02667488911572625,17.629026121251723,0.030540915359469022,17.581645943136778,0.028607902237597634,val,72,8.150450603167217,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.681869327320772,0.02701066302902558,17.508402297076056,0.030376049437943628,17.595135812198414,0.028693356233484603,val,73,8.152290095223321,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.838120763442095,0.027177679363419027,17.588570179658777,0.030746179731453167,17.713345471550436,0.028961929547436097,val,74,8.153955647680494,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.306119716868682,0.026307670421460094,17.40804577995749,0.030325723658589755,17.357082748413085,0.028316697040024923,val,75,8.150412027041117,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.654096850226907,0.02685625491773381,17.54367963005515,0.03060806139427073,17.59888824014103,0.028732158156002267,val,76,8.153218714396159,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.718584756290213,0.02702463637380039,17.94035550285788,0.030760533494107862,17.829470129574048,0.028892584933954128,val,77,8.152960268656413,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.766211072136375,0.02727353143341401,17.507183164708756,0.030861657331971562,17.636697118422568,0.029067594382692786,val,78,8.152280399534437,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.662840226117304,0.026857532823787018,17.70339714499081,0.03076917976140976,17.683118685554057,0.028813356292598388,val,79,8.152655874358283,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.357483403822954,0.026272504908197065,18.656500333898208,0.03249538014916813,18.00699186886058,0.029383942528682594,val,80,8.15195421907637,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.505117618336396,0.0264489381628878,17.57928632848403,0.030523709163946262,17.542201973410215,0.02848632366341703,val,81,8.151537564065721,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.326626272762525,0.026659364998340606,17.560280519373276,0.030592223125345566,17.443453396067902,0.028625794061843086,val,82,8.150915596220228,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.572225907269647,0.027353584941695718,18.033925897934857,0.031367536765687605,17.803075902602252,0.02936056085369166,val,83,8.154184004995559,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.33397315530216,0.0263904250719968,17.469568319881663,0.0303445065722746,17.40177073759191,0.0283674658221357,val,84,8.14799886279636,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.760838362749887,0.027222251190858728,17.63498131247128,0.03090285229332307,17.69790983761058,0.029062551742090898,val,85,8.151012849807739,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.752939695470474,0.02676745635621688,17.445592992446002,0.030217944611521327,17.599266343958238,0.028492700483869104,val,86,8.15108925236596,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.55405874813304,0.026920366199577557,17.299959653966567,0.02996229012222851,17.427009201049806,0.028441328160903036,val,87,8.152243452601963,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.436155700683592,0.02674108997863882,17.645266903147977,0.03072610558832393,17.540711301915785,0.028733597783481377,val,88,8.149773926205105,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.278982409308938,0.0265913708245053,18.674292081945083,0.03236493179026772,17.97663724562701,0.02947815130738651,val,89,8.148370507028368,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.297571518841913,0.026540941964177524,17.56316707835478,0.030583874180036434,17.430369298598347,0.028562408072106978,val,90,8.152383324835036,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.33079039629768,0.026421260833740235,17.889186814252067,0.031542337203727046,17.60998860527487,0.028981799018733642,val,91,8.1489009141922,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.29788692698759,0.026476903435061958,17.6616662866929,0.0306689953102785,17.479776606840247,0.02857294937267023,val,92,8.150205630726285,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.487987473431755,0.026888773020576028,17.61625909244313,0.03053318516296499,17.552123282937444,0.02871097909177051,val,93,8.148105565706889,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.739160515280332,0.026786469799630782,17.597927587172563,0.030657457341166105,17.668544051226448,0.028721963570398443,val,94,8.147492578294543,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.52933578491211,0.026945961398236892,17.287305540197035,0.03005663603544235,17.408320662554573,0.028501298716839624,val,95,8.152670068211025,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.666441614487592,0.026878892148242278,17.568892759435318,0.030652806864065282,17.617667186961455,0.02876584950615378,val,96,8.149900756941902,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.265596457088694,0.026324080106090098,17.718789358700022,0.03082865108461941,17.492192907894356,0.028576365595354754,val,97,8.15070223543379,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.704510498046876,0.027229840702870312,17.39536101397346,0.030367579705574934,17.549935756010168,0.028798710204222623,val,98,8.149844363000657,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.41593749102424,0.02637133545735303,17.81834954654469,0.03109337520949981,17.617143518784466,0.02873235533342642,val,99,8.147800657484266,,,,,,,,,,,
7,task07_keypoint_linear/dinov2,17.591392876120175,0.026794440869022818,17.406924887264477,0.03031122623121037,17.499158881692324,0.028552833550116594,val,100,8.1470129304462,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,33.312320754107304,0.051920200796688305,29.894312600528494,0.04944425137603984,31.6033166773179,0.05068222608636407,val,1,10.064870315127903,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,29.372287884880514,0.044622617258745084,28.37068230124081,0.04714999058667351,28.871485093060663,0.0458863039227093,val,2,9.287750742170546,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,28.710196910184973,0.043611961077241336,26.651183902516085,0.044659387802376466,27.68069040635053,0.0441356744398089,val,3,9.099757719039918,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,26.37546413646025,0.039871258244794955,25.60427147360409,0.04249615923446767,25.98986780503217,0.041183708739631314,val,4,8.989701191584269,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,26.463268594180835,0.03992182375753627,25.095526212804458,0.04156893430387273,25.779397403492645,0.0407453790307045,val,5,8.90447138150533,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,26.560025742474725,0.041061976639663475,24.786084253647747,0.0409993077025694,25.673054998061236,0.04103064217111643,val,6,8.84214220576816,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,25.467902374267577,0.03875637966043809,23.893130538042854,0.03970279115087846,24.680516456155217,0.03922958540565827,val,7,8.793471839692858,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,26.33822874181411,0.04006483177928363,23.895818194221047,0.039775931572212896,25.117023468017578,0.03992038167574827,val,8,8.75298466152615,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,24.872739634794346,0.037988616263165194,23.833128356933592,0.03934572917573592,24.35293399586397,0.038667172719450554,val,9,8.718817573123507,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,24.518149701286763,0.03683427773854312,23.372995847814224,0.03871855963678921,23.94557277455049,0.037776418687666166,val,10,8.688210905922784,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,24.69228372012868,0.03702150329070933,22.933185846665328,0.037961088383899014,23.812734783397005,0.03749129583730417,val,11,8.663486178716024,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,24.474193303725297,0.03693988428396337,22.836130748075597,0.03837248139521655,23.655162025900445,0.03765618283958996,val,12,8.638310792711046,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,23.877610464657053,0.03608236032373765,22.67497863769531,0.03796309215181014,23.276294551176182,0.03702272623777389,val,13,8.616835032569037,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,23.689379344267003,0.03544762371217503,22.443402144488168,0.0376818018801072,23.066390744377586,0.03656471279614112,val,14,8.59595062467787,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,24.01076592838063,0.03612016842645757,21.781000788071577,0.03629327819627874,22.8958833582261,0.03620672331136816,val,15,8.57946546872457,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,24.364466857910156,0.036928440455128164,22.144763363108915,0.03675881413852467,23.254615110509533,0.036843627296826414,val,16,8.56771838929918,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,23.074002927892348,0.03477916007532793,21.571591725068934,0.03572082940269919,22.32279732648064,0.03524999473901356,val,17,8.546952931086222,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,23.01641423842486,0.034599528505521664,21.54486456478343,0.03602187677341349,22.280639401604148,0.035310702639467575,val,18,8.53949065208435,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,23.04402708165786,0.035262307787642756,21.10906919591567,0.03528331062372993,22.076548138786762,0.035272809205686345,val,19,8.525061178207398,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.56589826696059,0.03435140094336341,21.519162884880515,0.035958889652700984,22.04253057592055,0.035155145298032195,val,20,8.515266026390924,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.770288220573875,0.03436615773860146,21.117875806023093,0.03520543259732863,21.944082013298484,0.034785795167965046,val,21,8.505987850824992,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,23.427449080523324,0.03577354690607856,21.244580571791705,0.035424851582330816,22.336014826157516,0.03559919924420469,val,22,8.496426439285278,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.62888677260455,0.03424508115824531,21.07051961562213,0.03524846531012479,21.84970319411334,0.03474677323418505,val,23,8.47999046113756,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.706566350600298,0.03454848852227716,21.303189804974725,0.035849625836400424,22.00487807778751,0.03519905717933879,val,24,8.47319606675042,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.534363241756665,0.034197991735794964,20.808462210262523,0.03461319120491252,21.671412726009592,0.03440559147035374,val,25,8.465579875310262,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.75765677059398,0.034852330298984754,20.83752275354722,0.03492015670327579,21.7975897620706,0.034886243501130274,val,26,8.4541390048133,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.127824850643382,0.03367013370289522,20.930301980411304,0.03509443726609735,21.529063415527343,0.03438228548449629,val,27,8.448298199971516,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.695595505658318,0.03462080263039645,20.86484177533318,0.03489656553548925,21.780218640495747,0.034758684082942845,val,28,8.439951467514039,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.68923371258904,0.03469879793770173,20.81833262724035,0.03469671396648183,21.753783169914694,0.03469775595209178,val,29,8.434264548619588,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.513611243752873,0.03411675358519835,20.746323664048138,0.03488535083392087,21.629967453900505,0.03450105220955961,val,30,8.423728063371446,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.55771125344669,0.03442403928321951,20.584957167681527,0.034258144392686735,21.57133421056411,0.03434109183795312,val,31,8.420580222871568,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.189842583151425,0.0342530723880319,20.34190503288718,0.03389404451145845,21.2658738080193,0.034073558449745175,val,32,8.415806558397081,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.56197271908031,0.03430240916855195,20.855925571217256,0.03531867660143796,21.708949145148782,0.03481054288499495,val,33,8.407312652799819,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.104326405244716,0.033670293583589445,20.34649397906135,0.033952519472907575,21.225410192153035,0.03381140652824851,val,34,8.40462335480584,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,21.962491697423598,0.033026156443006854,20.578486319149242,0.03427957226248349,21.270489008286418,0.03365286435274517,val,35,8.396455521053738,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,21.921913685518152,0.03341159478706472,20.375329141055836,0.03396614167620154,21.148621413286996,0.033688868231633126,val,36,8.394598995314704,,,,,,,,,,,
7,task07_keypoint_linear/dinov2_vitb14_lvd142m_100pass_plan/training_151424,22.00334697050207,0.033351404351346634,20.20969004911535,0.03387876240646138,21.10651850980871,0.03361508337890401,val,37,8.392351754506429,,,,,,,,,,,
